# SECTION nodes (mult>=2)
node_id	multiplicity	n_genes	cyclic	is_repeat_m5	n_transcripts	softmask_frac
183013928	2	2	0	0	2	0.0
183014456	2	2	0	0	2	0.0
183014794	2	2	0	0	2	0.0
183015812	2	2	0	0	2	0.0
183018325	2	2	0	0	2	1.0
183021457	2	2	0	0	2	1.0
183023610	2	2	0	0	2	0.0
183026124	2	2	0	0	2	0.0
183030136	2	2	0	0	2	1.0
183031041	2	2	0	0	2	0.0
183034894	2	2	0	0	2	0.0
183035036	2	2	0	0	2	0.0
183035576	2	2	0	0	2	0.0
183039123	2	2	0	0	2	0.0
183040227	2	2	0	0	2	0.0
183044660	2	2	0	0	2	0.0
183046676	2	2	0	0	2	0.0
183051541	2	2	0	0	2	0.0
183052352	2	2	0	0	2	0.0
183052426	2	2	0	0	2	0.0
183055153	2	2	0	0	2	1.0
183056292	2	2	0	0	2	0.0
183056648	2	2	0	0	2	0.0
183059086	2	2	0	0	2	0.0
183059716	2	2	0	0	2	0.0
183059847	2	2	0	0	2	0.0
183060750	2	2	0	0	2	0.0
183061029	2	2	0	0	2	0.0
183062414	2	2	0	0	2	0.0
183062902	2	2	0	0	3	0.0
183063272	2	2	0	0	2	0.0
183063764	2	2	0	0	2	0.0
183067282	2	2	0	0	2	1.0
183069098	2	2	0	0	2	0.0
183069605	2	2	0	0	2	0.0
183071886	2	2	0	0	2	1.0
183073362	2	2	0	0	2	0.0
183080537	2	2	0	0	2	0.5
183080848	2	2	0	0	2	0.0
183081236	2	2	0	0	2	0.0
183084442	2	2	0	0	5	0.0
183084682	2	2	0	0	2	0.0
183084702	2	2	0	0	2	0.0
183084889	2	2	0	0	2	0.0
183085962	2	2	0	0	2	0.0
183089930	2	2	0	0	2	0.0
183099061	2	2	0	0	2	0.0
183100045	2	2	0	0	2	0.0
183100049	2	2	0	0	2	1.0
183100050	2	2	0	0	4	1.0
183100053	2	2	0	0	2	1.0
183100814	2	2	0	0	2	0.0
183101373	2	2	0	0	2	0.0
183102857	2	2	0	0	2	0.0
183106592	2	2	0	0	2	0.0
183107904	2	2	0	0	2	0.0
183110570	2	2	0	0	5	1.0
183110737	2	2	0	0	2	0.0
183112602	2	2	0	0	2	1.0
183113302	2	2	0	0	2	0.0
183113626	2	2	0	0	2	1.0
183115993	2	2	0	0	2	1.0
183116876	2	2	0	0	2	0.0
183118041	2	2	0	0	2	1.0
183119498	2	2	0	0	2	0.0
183121442	2	2	0	0	2	0.0
183123018	2	2	0	0	2	1.0
183124179	2	2	0	0	2	1.0
183125300	2	2	0	0	2	0.5
183125318	2	2	0	0	2	0.0
183128330	2	2	0	0	2	0.0
183129174	2	2	0	0	2	0.0
183130501	2	2	0	0	3	0.0
183133769	2	2	0	0	2	0.0
183134419	2	2	0	0	3	1.0
183134538	2	2	0	0	2	0.0
183136839	2	2	0	0	2	0.0
183137553	2	2	0	0	2	0.0
183138004	2	2	0	0	5	0.0
183138196	2	2	0	0	2	0.0
183140389	2	2	0	0	2	0.0
183142632	2	2	0	0	2	0.0
183142659	2	2	0	0	2	0.0
183143074	2	2	0	0	2	1.0
183144178	2	2	0	0	2	0.0
183145056	2	2	0	0	2	0.0
183146410	2	2	0	0	2	1.0
183146490	2	2	0	0	2	1.0
183147169	2	2	0	0	2	0.0
183148052	2	2	0	0	2	0.0
183148241	2	2	0	0	2	0.0
183148254	2	2	0	0	2	0.0
183148692	2	2	0	0	2	0.0
183149208	2	2	0	0	2	1.0
183149994	2	2	0	0	2	0.0
183150466	2	2	0	0	2	0.0
183150506	2	2	0	0	3	1.0
183151653	2	2	0	0	2	0.0
183151909	2	2	0	0	2	1.0
183152296	2	2	0	0	2	1.0
183153665	2	2	0	0	2	0.0
183155210	2	2	0	0	3	0.6667
183155369	2	2	0	0	3	1.0
183160448	2	2	0	0	2	0.0
183162084	2	2	0	0	2	0.0
183164562	2	2	0	0	2	0.0
183166088	2	2	0	0	2	0.0
183167510	2	2	0	0	2	0.0
183167885	2	2	0	0	2	0.0
183173256	2	2	0	0	2	0.0
183173665	2	2	0	0	2	0.0
183184304	2	2	0	0	2	0.0
183185274	2	2	0	0	2	0.0
183190565	2	2	0	0	2	0.0
183190788	2	2	0	0	2	0.0
183190824	2	2	0	0	2	0.0
183192035	2	2	0	0	2	0.0
183192096	2	2	0	0	3	0.0
183192122	2	2	0	0	2	0.0
183192952	2	2	0	0	2	0.0
183194581	2	2	0	0	2	0.0
183197009	2	2	0	0	2	0.0
183199525	2	2	0	0	2	0.0
183202958	2	2	0	0	2	1.0
183208522	2	2	0	0	2	0.0
183209502	2	2	0	0	2	0.0
183209658	2	2	0	0	2	1.0
183209822	2	2	0	0	2	0.0
183210554	2	2	0	0	2	0.0
183210569	2	2	0	0	2	0.0
183212406	2	2	0	0	2	0.0
183212458	2	2	0	0	2	0.0
183213336	2	2	0	0	3	0.0
183213526	2	2	0	0	2	0.0
183214114	2	2	0	0	2	0.0
183214761	2	2	0	0	5	0.0
183214778	2	2	0	0	2	1.0
183214791	2	2	0	0	2	0.0
183215210	2	2	0	0	2	0.0
183215442	2	2	0	0	4	0.0
183219474	2	2	0	0	2	0.0
183220345	2	2	0	0	2	0.0
183222050	2	2	0	0	2	0.0
183224226	2	2	0	0	2	0.0
183233364	2	2	0	0	2	0.0
183233598	2	2	0	0	2	0.0
183239219	2	2	0	0	2	0.0
183239246	2	2	0	0	2	0.0
183246021	2	2	0	0	2	0.0
183269654	2	2	0	0	2	0.0
183279236	2	2	0	0	2	0.0
183285632	2	2	0	0	2	0.0
183285832	2	2	0	0	2	0.0
183291892	2	2	0	0	2	0.0
183295629	2	2	0	0	2	0.0
183317264	2	2	0	0	2	0.0
183320650	2	2	0	0	2	0.0
183326700	2	2	0	0	2	0.0
183328071	2	2	0	0	2	0.0
183342978	2	2	0	0	2	0.0
183346316	2	2	0	0	2	0.0
183346318	2	2	0	0	2	0.0
183362836	2	2	0	0	3	1.0
183363597	2	2	0	0	2	0.0
183366952	2	2	0	0	2	0.0
183373081	2	2	1	1	3	0.0
183373085	2	2	0	0	2	0.0
183374978	2	2	0	0	2	1.0
183379222	2	2	0	0	3	1.0
183379768	2	2	0	0	2	0.0
183382074	2	2	0	0	2	0.0
183382601	2	2	0	0	2	0.0
183383269	2	2	0	0	2	1.0
183383368	2	2	0	0	2	0.0
183384115	2	2	0	0	2	0.0
183384185	2	2	0	0	2	0.0
183398696	2	2	0	0	2	0.0
183401506	2	2	0	0	3	0.0
183402642	2	2	0	0	3	0.3333
183403784	2	2	0	0	2	0.0
183406085	2	2	0	0	2	0.0
183407498	2	2	0	0	2	0.5
183408947	2	2	0	0	2	0.0
183410668	2	2	0	0	2	0.0
183410810	2	2	0	0	2	0.0
183414034	2	2	0	0	2	1.0
183417481	2	2	0	0	2	0.0
183426578	2	2	0	0	2	0.0
183426624	2	2	0	0	2	0.0
183426698	2	2	0	0	2	0.0
183428259	2	2	0	0	2	0.0
183430144	2	2	0	0	2	0.0
183430820	2	2	0	0	2	0.0
183432963	2	2	0	0	2	0.0
183452197	2	2	0	0	2	0.0
183453714	2	2	0	0	2	0.0
183456169	2	2	0	0	2	0.0
183464448	2	2	0	0	2	0.0
183465466	2	2	0	0	5	0.0
183466941	2	2	0	0	2	0.0
183467528	2	2	0	0	2	0.0
183473154	2	2	0	0	3	0.0
183473872	2	2	0	0	2	0.0
183476995	2	2	0	0	2	0.0
183477152	2	2	0	0	2	0.0
183478922	2	2	0	0	2	1.0
183480196	2	2	0	0	2	0.0
183482088	2	2	0	0	3	0.0
183482490	2	2	0	0	2	0.0
183492302	2	2	0	0	5	0.0
183492436	2	2	0	0	2	0.0
183492685	2	2	0	0	2	0.0
183493178	2	2	0	0	2	0.0
183493522	2	2	0	0	2	0.0
183493762	2	2	0	0	3	0.0
183493953	2	2	0	0	3	0.0
183494867	2	2	0	0	2	1.0
183496341	2	2	0	0	2	0.0
183497348	2	2	0	0	2	0.0
183526178	2	2	0	0	2	0.0
183538744	2	2	0	0	3	0.0
183546340	2	2	0	0	2	0.0
183554700	2	2	0	0	2	0.0
183560192	2	2	0	0	2	0.0
183570642	2	2	0	0	2	0.0
183579395	2	2	0	0	2	0.0
183580931	2	2	0	0	3	1.0
183619657	2	2	0	0	2	0.0
183619676	2	2	0	0	2	0.0
183633749	2	2	0	0	2	0.0
183634184	2	2	0	0	2	1.0
183680318	2	2	0	0	2	0.0
183684764	2	2	0	0	2	0.0
183691564	2	2	0	0	2	0.0
183697490	2	2	0	0	2	0.0
183709633	2	2	0	0	2	0.0
183710760	2	2	0	0	2	0.0
183713477	2	2	0	0	2	0.0
183718180	2	2	0	0	2	0.0
183721036	2	2	0	0	2	0.5
183721865	2	2	0	0	2	0.0
183729799	2	2	1	1	2	0.0
183729827	2	2	0	0	2	0.0
183732773	2	2	0	0	2	0.0
183734804	2	2	0	0	2	0.0
183743565	2	2	0	0	2	0.0
183747426	2	2	0	0	2	0.0
183750817	2	2	0	0	2	0.0
183754192	2	2	0	0	2	0.0
183754509	2	2	0	0	3	0.0
183760786	2	2	0	0	2	0.0
183763266	2	2	0	0	5	0.0
183772725	2	2	0	0	3	1.0
183775269	2	2	0	0	2	0.0
183796320	2	2	0	0	2	0.0
183796371	2	2	0	0	2	0.0
183800906	2	2	0	0	2	0.0
183803209	2	2	0	0	2	0.0
183803214	2	2	0	0	2	0.0
183810121	2	2	0	0	2	0.0
183810739	2	2	0	0	2	0.0
183810932	2	2	0	0	2	0.0
183811502	2	2	0	0	2	0.0
183812152	2	2	0	0	2	1.0
183824449	2	2	0	0	2	0.0
183825900	2	2	0	0	2	0.0
183826821	2	2	0	0	2	0.0
183827271	2	2	0	0	2	0.0
183829157	2	2	0	0	2	0.0
183830914	2	2	0	0	2	0.0
183832106	2	2	0	0	2	0.0
183833760	2	2	0	0	2	0.0
183836736	2	2	0	0	2	0.0
183837198	2	2	0	0	2	0.0
183837266	2	2	0	0	2	0.0
183843668	2	2	0	0	2	0.0
183854676	2	2	0	0	2	0.0
183855446	2	2	0	0	2	0.0
183859841	2	2	0	0	2	0.0
183863587	2	2	0	0	2	0.0
183867990	2	2	0	0	3	0.0
183875813	2	2	0	0	2	1.0
183880692	2	2	0	0	2	0.0
183883050	2	2	0	0	2	0.0
183883412	2	2	0	0	2	0.0
183886837	2	2	0	0	2	0.0
183887341	2	2	0	0	2	0.0
183887925	2	2	0	0	2	0.0
183888561	2	2	0	0	2	0.0
183889628	2	2	0	0	2	0.0
183891829	2	2	0	0	2	0.0
183916878	2	2	0	0	2	0.0
183921077	2	2	0	0	2	0.0
183931729	2	2	0	0	2	0.0
183980773	2	2	0	0	2	0.0
183980886	2	2	0	0	2	0.0
183982210	2	2	0	0	2	0.0
183987945	2	2	0	0	2	0.0
183988813	2	2	0	0	2	0.0
183994484	2	2	0	0	2	0.0
183997009	2	2	0	0	2	1.0
183997066	2	2	0	0	3	0.0
183997518	2	2	0	0	2	0.0
183998889	2	2	0	0	2	0.0
184000158	2	2	0	0	2	0.0
184001442	2	2	0	0	2	0.0
184003132	2	2	0	0	2	0.5
184005730	2	2	0	0	2	0.0
184007136	2	2	0	0	2	0.0
184016293	2	2	0	0	2	0.0
184019786	2	2	0	0	2	0.0
184021217	2	2	0	0	2	0.0
184024883	2	2	0	0	3	0.0
184026232	2	2	0	0	2	0.0
184034148	2	2	0	0	2	0.0
184034466	2	2	0	0	2	1.0
184035653	2	2	0	0	2	0.0
184037524	2	2	0	0	2	0.0
184039434	2	2	0	0	2	0.0
184045078	2	2	0	0	2	0.0
184064057	2	2	0	0	2	0.0
184064672	2	2	0	0	2	0.0
184066592	2	2	0	0	2	0.0
184067235	2	2	0	0	2	1.0
184067236	2	2	0	0	2	1.0
184068744	2	2	0	0	2	0.0
184072213	2	2	0	0	2	0.0
184076292	2	2	0	0	2	0.0
184080501	2	2	0	0	2	0.0
184090497	2	2	0	0	2	0.0
184095865	2	2	0	0	3	1.0
184096330	2	2	0	0	2	0.0
184099090	2	2	0	0	2	0.0
184100457	2	2	0	0	2	0.0
184100498	2	2	0	0	2	0.0
184102435	2	2	0	0	2	1.0
184106533	2	2	0	0	2	1.0
184111848	2	2	0	0	2	0.0
184114612	2	2	0	0	2	0.0
184115069	2	2	0	0	2	0.0
184115192	2	2	0	0	5	0.0
184117397	2	2	0	0	2	0.0
184118821	2	2	0	0	2	1.0
184128633	2	2	0	0	4	1.0
184145155	2	2	0	0	2	1.0
184147572	2	2	0	0	2	0.0
184148610	2	2	0	0	2	0.0
184148928	2	2	0	0	2	0.0
184150305	2	2	0	0	2	0.0
184151025	2	2	0	0	2	0.5
184154884	2	2	0	0	2	1.0
184166296	2	2	0	0	2	0.0
184168338	2	2	0	0	3	0.0
184168786	2	2	0	0	2	0.0
184171154	2	2	0	0	2	0.0
184175396	2	2	0	0	3	0.0
184176965	2	2	0	0	2	0.0
184177953	2	2	0	0	2	0.0
184180232	2	2	0	0	2	0.0
184191952	2	2	0	0	2	1.0
184191955	2	2	0	0	2	1.0
184191992	2	2	0	0	2	1.0
184195544	2	2	0	0	2	0.0
184197800	2	2	0	0	2	0.0
184199120	2	2	0	0	2	0.0
184200131	2	2	0	0	2	0.0
184203092	2	2	0	0	2	0.0
184205838	2	2	0	0	2	0.0
184211450	2	2	0	0	2	0.0
184213377	2	2	0	0	2	1.0
184216158	2	2	0	0	2	0.0
184222216	2	2	0	0	2	0.0
184232456	2	2	0	0	2	0.0
184233253	2	2	0	0	2	1.0
184233283	2	2	0	0	2	0.0
184243546	2	2	0	0	3	0.0
184251541	2	2	0	0	2	0.0
184252169	2	2	0	0	2	0.0
184252720	2	2	0	0	2	0.0
184254626	2	2	0	0	2	0.0
184259238	2	2	0	0	2	0.0
184262770	2	2	0	0	2	0.0
184263994	2	2	0	0	3	0.0
184264074	2	2	0	0	2	0.0
184265306	2	2	0	0	2	0.0
184269300	2	2	0	0	2	1.0
184270689	2	2	0	0	2	0.0
184275840	2	2	0	0	2	0.0
184279965	2	2	0	0	2	0.0
184281402	2	2	0	0	4	0.0
184282788	2	2	0	0	2	0.0
184286601	2	2	0	0	2	0.0
184289952	2	2	0	0	2	0.0
184309824	2	2	0	0	2	0.0
184317206	2	2	0	0	2	0.0
184333312	2	2	0	0	2	0.0
184337642	2	2	0	0	2	0.0
184341646	2	2	0	0	2	0.0
184344532	2	2	0	0	2	0.0
184344910	2	2	0	0	2	0.0
184344994	2	2	0	0	2	0.0
184352064	2	2	0	0	2	0.0
184352561	2	2	0	0	2	0.0
184352641	2	2	0	0	2	1.0
184357089	2	2	0	0	2	0.0
184357664	2	2	0	0	2	0.0
184364466	2	2	0	0	2	0.0
184367137	2	2	0	0	3	0.0
184367625	2	2	0	0	2	0.0
184368516	2	2	0	0	2	0.0
184371330	2	2	0	0	2	0.0
184374515	2	2	0	0	2	0.0
184377219	2	2	0	0	2	0.0
184380041	2	2	0	0	2	0.0
184383537	2	2	0	0	2	0.0
184384892	2	2	0	0	2	0.0
184384980	2	2	0	0	2	0.0
184396521	2	2	0	0	2	0.0
184402500	2	2	0	0	2	0.0
184403474	2	2	0	0	2	0.0
184406020	2	2	0	0	2	0.5
184409920	2	2	0	0	3	0.0
184411102	2	2	0	0	2	0.0
184411285	2	2	0	0	2	0.0
184411335	2	2	0	0	2	0.0
184412803	2	2	0	0	2	0.0
184413972	2	2	0	0	2	0.0
184415697	2	2	0	0	2	0.0
184417265	2	2	0	0	3	0.0
184417960	2	2	0	0	2	0.0
184418361	2	2	0	0	2	0.0
184423541	2	2	0	0	2	0.0
184427036	2	2	0	0	2	0.0
184438814	2	2	0	0	2	0.0
184449577	2	2	0	0	2	0.0
184450593	2	2	0	0	2	1.0
184455713	2	2	0	0	2	0.0
184458757	2	2	0	0	2	0.0
184461725	2	2	0	0	2	0.0
184461842	2	2	0	0	2	1.0
184465701	2	2	0	0	2	0.0
184471237	2	2	0	0	2	0.0
184472706	2	2	0	0	2	0.0
184475683	2	2	0	0	2	1.0
184476668	2	2	0	0	2	0.0
184477522	2	2	0	0	2	0.0
184482826	2	2	0	0	2	0.0
184483824	2	2	0	0	2	1.0
184484368	2	2	0	0	2	0.0
184486228	2	2	0	0	2	1.0
184486230	2	2	0	0	2	1.0
184486921	2	2	0	0	2	0.0
184497948	2	2	0	0	2	0.0
184497971	2	2	0	0	2	0.0
184499370	2	2	0	0	2	0.0
184500176	2	2	0	0	3	0.0
184502788	2	2	0	0	3	0.0
184502946	2	2	0	0	2	0.0
184503420	2	2	0	0	2	0.0
184504968	2	2	0	0	2	0.0
184510553	2	2	0	0	2	0.0
184513345	2	2	0	0	2	0.0
184513912	2	2	0	0	2	0.0
184517256	2	2	0	0	2	0.0
184526117	2	2	0	0	2	0.0
184526986	2	2	0	0	2	0.0
184528652	2	2	0	0	2	0.0
184531506	2	2	0	0	2	0.0
184532928	2	2	0	0	2	0.0
184533184	2	2	0	0	2	1.0
184533971	2	2	0	0	2	0.0
184535328	2	2	0	0	3	0.3333
184535824	2	2	0	0	2	0.0
184541690	2	2	0	0	2	0.0
184542657	2	2	0	0	2	0.0
184543106	2	2	0	0	2	0.0
184544452	2	2	0	0	2	0.0
184544718	2	2	0	0	2	0.0
184545258	2	2	0	0	2	0.0
184548819	2	2	0	0	2	0.0
184549044	2	2	0	0	3	0.0
184549312	2	2	0	0	4	1.0
184557205	2	2	0	0	2	0.0
184562851	2	2	0	0	2	0.0
184565882	2	2	0	0	2	0.0
184568096	2	2	0	0	3	0.0
184578708	2	2	0	0	2	0.0
184606720	2	2	0	0	2	1.0
184615509	2	2	0	0	2	0.0
184633876	2	2	0	0	2	0.0
184672834	2	2	0	0	2	0.0
184681484	2	2	0	0	2	0.0
184684040	2	2	0	0	2	0.0
184693890	2	2	0	0	2	0.0
184697344	2	2	0	0	2	1.0
184702069	2	2	0	0	2	0.0
184746000	2	2	0	0	2	0.0
184746552	2	2	1	1	2	0.0
184746816	2	2	0	0	2	1.0
184747020	2	2	0	0	2	0.0
184779300	2	2	0	0	2	0.0
184780945	2	2	0	0	2	0.0
184787744	2	2	0	0	2	1.0
184788004	2	2	0	0	2	0.0
184830176	2	2	0	0	2	0.0
184844368	2	2	0	0	2	0.0
184849216	2	2	0	0	2	0.0
184849667	2	2	0	0	2	0.0
184849736	2	2	0	0	2	0.0
184869544	2	2	0	0	2	0.0
184882254	2	2	0	0	2	0.0
184893570	2	2	0	0	2	1.0
184897032	2	2	0	0	2	0.0
185009436	2	2	0	0	2	0.0
185011257	2	2	0	0	2	0.0
185028620	2	2	0	0	4	0.0
185075746	2	2	0	0	2	0.0
185076019	2	2	0	0	2	0.0
185076272	2	2	0	0	2	0.0
185122931	2	2	0	0	2	0.0
185126436	2	2	0	0	2	0.0
185131522	2	2	0	0	2	0.0
185156722	2	2	0	0	2	0.0
185157690	2	2	0	0	2	0.0
185173137	2	2	0	0	2	0.0
185174208	2	2	0	0	2	0.0
185204858	2	2	0	0	2	0.0
185212580	2	2	0	0	2	0.0
185217576	2	2	0	0	2	0.0
185224711	2	2	0	0	2	0.0
185238648	2	2	0	0	2	0.0
185241120	2	2	0	0	2	1.0
185271043	2	2	0	0	2	1.0
185282784	2	2	0	0	4	0.0
185311754	2	2	0	0	2	0.0
185348103	2	2	0	0	3	1.0
185368850	2	2	0	0	2	0.0
185394304	2	2	0	0	2	0.0
185406227	2	2	0	0	2	0.0
185406600	2	2	0	0	2	1.0
185436497	2	2	0	0	2	0.0
185468128	2	2	0	0	5	1.0
185468986	2	2	0	0	2	0.0
185471053	2	2	0	0	2	0.0
185475082	2	2	0	0	2	0.0
185481380	2	2	0	0	2	0.0
185481520	2	2	0	0	2	0.0
185484085	2	2	0	0	2	0.0
185504680	2	2	0	0	3	0.0
185549444	2	2	0	0	2	0.0
185565748	2	2	0	0	2	1.0
185575537	2	2	0	0	2	1.0
185601612	2	2	0	0	4	0.0
185610355	2	2	0	0	2	0.0
185663760	2	2	0	0	2	1.0
185677965	2	2	0	0	2	0.0
185721164	2	2	0	0	2	0.0
185721377	2	2	0	0	2	0.0
185729040	2	2	0	0	2	1.0
185741441	2	2	0	0	2	1.0
185745410	2	2	0	0	2	1.0
185747108	2	2	0	0	2	0.0
185749796	2	2	0	0	2	0.0
185763721	2	2	0	0	2	0.0
185770568	2	2	0	0	2	0.0
185811228	2	2	0	0	2	0.0
185812993	2	2	0	0	2	0.0
185830663	2	2	0	0	2	0.0
185862217	2	2	0	0	2	0.0
185875028	2	2	0	0	2	0.0
185877575	2	2	0	0	2	0.0
185885001	2	2	0	0	2	0.0
185919124	2	2	0	0	2	0.0
185927750	2	2	0	0	2	0.0
186131877	2	2	0	0	2	0.0
186180522	2	2	0	0	3	0.0
186335520	2	2	0	0	2	0.0
186386736	2	2	0	0	3	0.0
186405460	2	2	0	0	2	0.0
186438158	2	2	0	0	2	0.0
186464521	2	2	0	0	2	0.0
186469006	2	2	0	0	2	0.0
186523281	2	2	0	0	2	0.0
186530324	2	2	0	0	2	0.0
186532354	2	2	0	0	2	0.0
186535572	2	2	0	0	2	0.0
186536404	2	2	0	0	2	0.0
186549396	2	2	0	0	2	0.0
186591265	2	2	0	0	2	0.0
186599818	2	2	0	0	2	0.0
186657410	2	2	0	0	2	0.0
186683960	2	2	0	0	3	0.0
186684547	2	2	0	0	2	0.0
186688784	2	2	0	0	2	0.0
186697037	2	2	0	0	3	0.0
186717514	2	2	0	0	2	0.0
186720846	2	2	0	0	2	0.0
186779972	2	2	0	0	2	0.0
186792611	2	2	0	0	2	1.0
186794321	2	2	0	0	2	0.0
186812458	2	2	0	0	2	1.0
186820680	2	2	0	0	2	0.0
186860180	2	2	0	0	2	0.0
186860932	2	2	0	0	3	0.0
186864146	2	2	0	0	2	0.0
186884300	2	2	0	0	2	1.0
186884684	2	2	0	0	2	1.0
186886193	2	2	0	0	2	1.0
186915481	2	2	0	0	3	0.0
186927160	2	2	0	0	2	0.0
186942093	2	2	0	0	2	0.0
186945044	2	2	0	0	2	0.0
186946346	2	2	0	0	2	0.0
186977344	2	2	0	0	2	0.0
186983654	2	2	0	0	2	0.0
186993314	2	2	0	0	2	0.0
186995876	2	2	0	0	3	0.0
187013418	2	2	0	0	2	0.0
187074568	2	2	0	0	2	0.0
187105474	2	2	0	0	2	0.0
187138508	2	2	0	0	2	1.0
187146355	2	2	0	0	3	1.0
187171849	2	2	0	0	2	0.0
187181312	2	2	0	0	2	1.0
187184000	2	2	0	0	2	0.0
187185705	2	2	0	0	2	0.0
187204074	2	2	0	0	2	0.0
187204169	2	2	0	0	2	0.0
187204615	2	2	0	0	2	0.0
187213028	2	2	0	0	2	0.0
187254688	2	2	0	0	2	0.0
187324569	2	2	0	0	2	0.0
187325010	2	2	0	0	2	0.0
187329156	2	2	0	0	2	0.0
187402446	2	2	0	0	2	0.0
187402835	2	2	0	0	2	0.0
187409448	2	2	0	0	2	0.0
187410545	2	2	0	0	2	1.0
187433082	2	2	0	0	2	0.0
187447424	2	2	0	0	2	0.0
187451272	2	2	0	0	2	0.0
187468394	2	2	0	0	2	0.0
187479008	2	2	0	0	2	0.0
187487688	2	2	0	0	2	0.0
187491400	2	2	0	0	2	0.0
187494336	2	2	0	0	2	1.0
187496468	2	2	0	0	2	0.0
187515528	2	2	0	0	2	1.0
187528469	2	2	0	0	2	0.0
187529033	2	2	0	0	2	0.0
187559107	2	2	0	0	2	0.0
187563752	2	2	0	0	2	0.0
187565987	2	2	0	0	2	0.0
187566293	2	2	0	0	2	0.0
187568680	2	2	0	0	2	1.0
187569481	2	2	0	0	2	0.0
187573592	2	2	0	0	2	0.0
187585810	2	2	0	0	2	0.0
187588213	2	2	0	0	2	0.0
187602044	2	2	0	0	2	0.0
187606268	2	2	0	0	2	0.0
187608584	2	2	0	0	2	0.0
187612629	2	2	0	0	2	1.0
187627796	2	2	0	0	2	0.0
187629620	2	2	0	0	2	1.0
187645004	2	2	0	0	2	0.0
187649080	2	2	0	0	2	0.0
187664400	2	2	0	0	2	0.0
187665042	2	2	0	0	2	0.0
187672817	2	2	0	0	2	1.0
187691005	2	2	0	0	2	1.0
187693117	2	2	0	0	2	0.0
187693124	2	2	0	0	2	0.0
187693554	2	2	0	0	2	1.0
187694348	2	2	0	0	2	0.0
187695555	2	2	0	0	2	0.0
187696170	2	2	0	0	2	0.0
187696340	2	2	0	0	2	0.0
187702918	2	2	0	0	2	0.0
187703882	2	2	0	0	2	0.0
187705356	2	2	0	0	2	1.0
187714636	2	2	0	0	2	0.0
187746820	2	2	0	0	2	0.0
187753763	2	2	0	0	2	0.0
187759152	2	2	0	0	2	0.0
187764858	2	2	0	0	3	0.0
187774004	2	2	0	0	2	0.0
187774154	2	2	0	0	2	0.0
187809997	2	2	0	0	2	0.0
187811968	2	2	0	0	2	0.0
187813964	2	2	0	0	2	0.0
187814083	2	2	0	0	2	0.0
187814528	2	2	0	0	2	0.0
187826368	2	2	0	0	2	1.0
187826371	2	2	0	0	3	0.6667
187844370	2	2	0	0	2	0.0
187858947	2	2	0	0	3	0.0
187863555	2	2	0	0	5	0.0
187871545	2	2	0	0	2	1.0
187883572	2	2	0	0	2	0.0
187884492	2	2	0	0	2	0.0
187885552	2	2	0	0	4	0.0
187891508	2	2	0	0	4	0.0
187892760	2	2	0	0	2	0.0
187897090	2	2	0	0	2	1.0
187902798	2	2	0	0	2	0.0
187905091	2	2	0	0	2	0.0
187908912	2	2	0	0	2	0.0
187912256	2	2	0	0	2	0.0
187912328	2	2	0	0	2	0.0
187924212	2	2	0	0	2	0.0
187925764	2	2	0	0	2	0.0
187927562	2	2	0	0	2	0.0
187932884	2	2	0	0	2	0.0
187933090	2	2	0	0	2	0.0
187940497	2	2	0	0	2	0.0
187940898	2	2	0	0	2	0.0
187941184	2	2	0	0	2	0.0
187952644	2	2	0	0	2	0.0
187954120	2	2	0	0	3	0.0
187954305	2	2	0	0	2	0.0
187955280	2	2	0	0	3	0.0
187956238	2	2	0	0	2	1.0
187957376	2	2	0	0	3	1.0
187961868	2	2	0	0	2	0.0
187961928	2	2	0	0	2	0.0
187969566	2	2	0	0	2	0.0
187973737	2	2	0	0	2	0.0
187976816	2	2	0	0	2	0.0
187981354	2	2	0	0	2	0.0
187986131	2	2	0	0	2	1.0
187986209	2	2	0	0	2	0.0
188002464	2	2	0	0	2	0.0
188005204	2	2	0	0	2	0.0
188006384	2	2	0	0	2	0.0
188014600	2	2	0	0	2	0.0
188019683	2	2	0	0	2	0.0
188023326	2	2	0	0	2	0.0
188025934	2	2	0	0	2	0.0
188026048	2	2	0	0	3	1.0
188031288	2	2	0	0	3	0.0
188032640	2	2	0	0	2	0.0
188039621	2	2	0	0	2	0.0
188042112	2	2	0	0	2	0.0
188053636	2	2	0	0	2	0.0
188075790	2	2	0	0	2	0.0
188085418	2	2	0	0	2	0.0
188087553	2	2	0	0	2	0.0
188087840	2	2	0	0	2	0.0
188110152	2	2	0	0	2	0.0
188110978	2	2	0	0	2	0.0
188119332	2	2	0	0	2	0.0
188154385	2	2	0	0	2	0.0
188165747	2	2	0	0	2	0.0
188166100	2	2	0	0	3	0.0
188166221	2	2	0	0	2	0.0
188168465	2	2	0	0	2	0.0
188170836	2	2	0	0	2	0.0
188172858	2	2	0	0	2	1.0
188175016	2	2	0	0	2	0.0
188189960	2	2	0	0	2	0.0
188192520	2	2	0	0	2	0.0
188194125	2	2	0	0	2	0.0
188195370	2	2	0	0	2	1.0
188196977	2	2	0	0	3	1.0
188197036	2	2	0	0	2	0.0
188197105	2	2	0	0	2	1.0
188199564	2	2	0	0	2	0.0
188202478	2	2	0	0	2	0.0
188204325	2	2	0	0	2	0.0
188207684	2	2	0	0	2	0.0
188208120	2	2	0	0	2	0.0
188212362	2	2	0	0	2	0.0
188213923	2	2	0	0	4	0.0
